assists_diff,assistsTurnoverRatio_diff,benchPoints_diff,biggestLead_diff,biggestScoringRun_diff,blocks_diff,blocksReceived_diff,fastBreakPointsAttempted_diff,fastBreakPointsMade_diff,fastBreakPointsPercentage_diff,fieldGoalsAttempted_diff,fieldGoalsEffectiveAdjusted_diff,fieldGoalsMade_diff,fieldGoalsPercentage_diff,foulsOffensive_diff,foulsDrawn_diff,foulsPersonal_diff,foulsTeam_diff,foulsTechnical_diff,foulsTeamTechnical_diff,freeThrowsAttempted_diff,freeThrowsMade_diff,freeThrowsPercentage_diff,leadChanges_diff,points_diff,pointsAgainst_diff,pointsFastBreak_diff,pointsFromTurnovers_diff,pointsInThePaint_diff,pointsInThePaintAttempted_diff,pointsInThePaintMade_diff,pointsInThePaintPercentage_diff,pointsSecondChance_diff,reboundsDefensive_diff,reboundsOffensive_diff,reboundsPersonal_diff,reboundsTeam_diff,reboundsTeamDefensive_diff,reboundsTeamOffensive_diff,reboundsTotal_diff,secondChancePointsAttempted_diff,secondChancePointsMade_diff,secondChancePointsPercentage_diff,steals_diff,threePointersAttempted_diff,threePointersMade_diff,threePointersPercentage_diff,timesTied_diff,trueShootingAttempts_diff,trueShootingPercentage_diff,turnovers_diff,turnoversTeam_diff,turnoversTotal_diff,twoPointersAttempted_diff,twoPointersMade_diff,twoPointersPercentage_diff,assists_ratio,assistsTurnoverRatio_ratio,benchPoints_ratio,biggestLead_ratio,biggestScoringRun_ratio,blocks_ratio,blocksReceived_ratio,fastBreakPointsAttempted_ratio,fastBreakPointsMade_ratio,fastBreakPointsPercentage_ratio,fieldGoalsAttempted_ratio,fieldGoalsEffectiveAdjusted_ratio,fieldGoalsMade_ratio,fieldGoalsPercentage_ratio,foulsOffensive_ratio,foulsDrawn_ratio,foulsPersonal_ratio,foulsTeam_ratio,foulsTechnical_ratio,foulsTeamTechnical_ratio,freeThrowsAttempted_ratio,freeThrowsMade_ratio,freeThrowsPercentage_ratio,leadChanges_ratio,points_ratio,pointsAgainst_ratio,pointsFastBreak_ratio,pointsFromTurnovers_ratio,pointsInThePaint_ratio,pointsInThePaintAttempted_ratio,pointsInThePaintMade_ratio,pointsInThePaintPercentage_ratio,pointsSecondChance_ratio,reboundsDefensive_ratio,reboundsOffensive_ratio,reboundsPersonal_ratio,reboundsTeam_ratio,reboundsTeamDefensive_ratio,reboundsTeamOffensive_ratio,reboundsTotal_ratio,secondChancePointsAttempted_ratio,secondChancePointsMade_ratio,secondChancePointsPercentage_ratio,steals_ratio,threePointersAttempted_ratio,threePointersMade_ratio,threePointersPercentage_ratio,timesTied_ratio,trueShootingAttempts_ratio,trueShootingPercentage_ratio,turnovers_ratio,turnoversTeam_ratio,turnoversTotal_ratio,twoPointersAttempted_ratio,twoPointersMade_ratio,twoPointersPercentage_ratio
11,0.6767676767676702,-21,11,1,5,-1,-6,-2,-0.18181818181818202,-3,0.06922398589065193,1,0.02998236331569698,2,-6,-2,-4,-1,0,-6,-9,-0.207161125319694,0,-1,-19,-5,-8,-16,-10,-8,-0.05481283422459904,15,9,1,10,4,-1,5,14,3,5,0.475,-6,7,6,0.09775641025641002,-3,-5.640000000000001,0.03193664507392702,0,2,2,-10,-5,0.018315018315018028,1.6875,1.380681818181814,0.46153846153846156,3.75,1.1428571428571428,2.25,0.6666666666666666,0.45454545454545453,0.0,0.0,0.9642857142857143,1.129218106995883,1.025,1.062962962962963,9007199254740992.0,0.7,0.8666666666666667,0.7333333333333333,0.0,0.0,0.7391304347826086,0.5714285714285714,0.7731092436974779,1.0,0.990990990990991,0.848,0.0,0.5555555555555556,0.7037037037037037,0.7727272727272727,0.7037037037037037,0.9106753812636161,4.75,1.3333333333333333,1.2,1.3125,1.8,0.5,2.6666666666666665,1.3783783783783783,1.6,3.5,2.1874999999999987,0.14285714285714285,1.21875,1.6,1.312820512820511,0.4,0.9400764980875478,1.0541599465650087,1.0,9007199254740992.0,1.2222222222222223,0.8076923076923077,0.8333333333333334,1.0317460317460307
-2,-0.005494505494509916,17,15,3,3,-5,-3,1,0.277777777777778,-2,0.06024514338575404,6,0.07493061979648508,-1,12,-2,-1,0,0,17,16,0.019480519480519987,12,25,7,3,3,14,2,7,0.12,-6,8,-5,3,1,2,-1,4,-6,-1,0.155555555555556,4,-3,-3,-0.054848966613672,9,5.47999999999999,0.09112414126567603,-1,0,-1,1,9,0.14670296430732,0.9259259259259259,0.9971509971509948,4.4,6.755399441055744e+16,1.4285714285714286,2.5,0.16666666666666666,0.75,1.1666666666666667,1.5555555555555554,0.9787234042553191,1.1155723158828745,1.1428571428571428,1.1677018633540375,0.5,1.9230769230769231,0.8947368421052632,0.9411764705882353,0.0,0.0,2.5454545454545454,2.6,1.0214285714285718,5.404319552844595e+16,1.2314814814814814,1.0573770491803278,1.2,1.25,1.2916666666666667,1.0416666666666667,1.2916666666666667,1.2399999999999995,0.6470588235294118,1.25,0.6428571428571429,1.065217391304348,1.2,2.0,0.6666666666666666,1.0784313725490196,0.6,0.8333333333333334,1.3888888888888893,1.8,0.918918918918919,0.7857142857142857,0.8550420168067233,5.5,1.055443140428976,1.166790928198137,0.9285714285714286,0.0,0.9285714285714286,1.0175438596491229,1.3214285714285714,1.2986453201970434
5,-0.44285714285713995,4,-15,-4,4,-3,-12,-8,-0.04705882352941204,7,-0.003813453363340935,1,-0.031257814453612975,3,-2,4,1,0,0,-9,-6,0.10909090909090902,12,2,4,-17,-12,-14,-15,-7,0.08391261171797404,-7,11,-2,9,-1,2,-3,8,-1,-2,-0.17857142857142894,-7,22,6,-0.060468631897202973,10,3.0400000000000063,-0.009936139602762073,4,0,4,-15,-5,0.10015408320493002,1.1785714285714286,0.8418367346938785,1.2,0.4642857142857143,0.6666666666666666,1.8,0.4,0.29411764705882354,0.2727272727272727,0.9272727272727266,1.0813953488372092,0.9938699628178067,1.0208333333333333,0.9439964157706098,1.3510798882111488e+16,0.8666666666666667,1.3333333333333333,1.0833333333333333,0.0,0.0,0.55,0.625,1.136363636363636,5.404319552844595e+16,1.016260162601626,1.0353982300884956,0.2608695652173913,0.42857142857142855,0.8055555555555556,0.7169811320754716,0.8055555555555556,1.123538011695906,0.5333333333333333,1.3928571428571428,0.75,1.25,0.8333333333333334,2.9999999999999996,0.4,1.1904761904761905,0.875,0.6666666666666666,0.7619047619047612,0.46153846153846156,1.8148148148148149,1.5454545454545454,0.8515769944341376,4.503599627370496e+16,1.0320675105485233,0.9846838043196444,1.4,0.0,1.4,0.7457627118644068,0.8648648648648649,1.1597051597051582
9,-0.2727272727272698,23,32,-2,0,-8,3,3,0.09740259740259805,-1,0.12080808080808098,7,0.074848484848485,2,-1,-7,-9,0,0,3,3,0.02222222222222192,-20,26,-22,7,24,2,-12,1,0.160253699788583,3,7,-1,6,-2,-2,0,4,-1,2,0.158333333333333,10,16,9,0.086834733893557,-12,0.3200000000000074,0.120112247483522,3,1,4,-17,-2,0.12724358974358996,1.4285714285714286,0.9090909090909101,2.533333333333333,5.0,0.8181818181818182,1.0,0.2727272727272727,1.2727272727272727,1.5,1.1785714285714295,0.99,1.2626262626262623,1.170731707317073,1.1825572801182556,9007199254740992.0,0.9375,0.65,0.55,0.0,0.0,1.2,1.2307692307692308,1.025641025641025,0.0,1.2476190476190476,0.8053097345132744,1.5,1.080863910568919e+17,1.037037037037037,0.7818181818181819,1.037037037037037,1.3264427217915573,1.1764705882352942,1.2121212121212122,0.9444444444444444,1.1176470588235294,0.7142857142857143,0.3333333333333333,1.0,1.0689655172413792,0.9375,1.3333333333333333,1.4222222222222205,10.999999999999998,1.457142857142857,1.9,1.3039215686274481,0.0,1.003001876172608,1.2438850586998746,1.4285714285714286,4503599627370496.0,1.5714285714285714,0.7384615384615385,0.9354838709677419,1.266801075268817
15,0.5,20,-3,-2,5,-7,4,2,0.012121212121211977,-6,0.06826143529176304,0,0.024622159943950006,0,-17,5,5,-1,0,-18,-12,0.24,-2,-4,9,3,-8,-24,-19,-12,-0.050423728813559054,-4,4,-10,-6,-2,0,-2,-8,-7,-3,0.021739130434782983,-4,10,8,0.122807017543859,-2,-13.920000000000002,0.0465101602928189,5,0,5,-16,-8,0.0025117739403449635,2.0,1.333333333333333,2.0,0.5714285714285714,0.8333333333333334,1.7142857142857142,0.2222222222222222,1.3636363636363635,1.4,1.0266666666666657,0.941747572815534,1.1562428407789238,1.0,1.0618556701030935,0.0,0.32,1.3571428571428572,1.3571428571428572,0.0,0.0,0.28,0.3684210526315789,1.3157894736842102,0.7142857142857143,0.963302752293578,1.0857142857142856,1.2142857142857142,0.42857142857142855,0.6129032258064516,0.6779661016949152,0.6129032258064516,0.9040322580645163,0.84,1.1111111111111112,0.5833333333333334,0.9,0.7777777777777778,1.0,0.6666666666666666,0.8840579710144928,0.6956521739130435,0.7272727272727273,1.0454545454545459,0.5,1.263157894736842,2.0,1.5833333333333277,0.5,0.8778947368421053,1.0972873077684648,1.5,0.0,1.5,0.7538461538461538,0.7575757575757576,1.0049474335188608
-4,-2.7500000000000004,2,-5,-6,2,-3,1,-3,-0.318181818181818,-7,0.10069699192956705,3,0.07214477867449204,2,5,0,-2,0,-2,4,1,-0.12626262626262597,6,11,21,-7,-14,-18,-23,-9,0.08568738229755202,-12,2,-7,-5,1,1,0,-4,-9,-4,-0.03676470588235298,-3,2,4,0.08986928104575098,0,-5.239999999999995,0.08826395839517209,5,1,6,-9,-1,0.07156862745098003,0.8620689655172413,0.4310344827586203,1.1428571428571428,0.8,0.6,1.2857142857142858,0.4,1.0909090909090908,0.6666666666666666,0.611111111111111,0.925531914893617,1.1874359849778073,1.0681818181818181,1.1541274817136868,9007199254740992.0,1.3125,1.0,0.875,0.0,0.0,1.2222222222222223,1.0588235294117647,0.8663101604278075,4.0,1.0932203389830508,1.203883495145631,0.7083333333333334,0.36363636363636365,0.7096774193548387,0.6101694915254238,0.7096774193548387,1.1630824372759856,0.3333333333333333,1.064516129032258,0.5,0.8888888888888888,1.2,1.5,1.0,0.92,0.47058823529411764,0.42857142857142855,0.9107142857142851,0.6666666666666666,1.0588235294117647,1.3076923076923077,1.2350427350427324,1.0,0.9485871271585558,1.1524722481294223,2.0,1.9999999999999996,2.0,0.85,0.967741935483871,1.1385199240986705
2,-0.32323232323232975,-6,-18,-6,2,0,2,1,0.0,1,0.010644257703080973,-1,-0.017927170868348052,-2,0,-1,1,0,-1,4,2,-0.0625,-1,5,20,0,-12,-18,-10,-9,-0.054263565891474075,0,-1,-1,-2,5,0,5,3,-1,-2,-0.16071428571428603,2,9,5,0.04524089306697998,-5,2.759999999999991,0.00839154091455896,2,0,2,-8,-6,-0.014184397163120921,1.08,0.8836363636363612,0.7692307692307693,0.3793103448275862,0.5714285714285714,1.6666666666666667,1.0,1.25,1.25,0.9999999999999996,1.0119047619047619,1.0178823529411756,0.9772727272727273,0.965775401069517,0.3333333333333333,1.0,0.9375,1.0769230769230769,0.0,0.0,1.25,1.1538461538461537,0.9230769230769228,0.8888888888888888,1.0442477876106195,1.2173913043478262,1.0,0.52,0.7096774193548387,0.7674418604651163,0.7096774193548387,0.924731182795697,1.0,0.9714285714285714,0.8571428571428571,0.9523809523809523,2.6666666666666665,0.9999999999999998,3.5,1.0666666666666667,0.875,0.7142857142857143,0.8163265306122444,1.4,1.2432432432432432,1.4166666666666667,1.1394927536231876,0.375,1.0303163444639718,1.013521520086043,1.2222222222222223,0.0,1.2222222222222223,0.8297872340425532,0.8125,0.9791666666666659
-4,-1.6623376623376598,18,-19,10,6,4,7,5,-0.050000000000000044,13,-0.20494252873563207,-9,-0.157241379310345,2,2,-2,-4,1,1,-10,-4,0.18269230769230804,-5,-29,6,10,-2,-4,2,-2,-0.06002400960384102,1,-1,7,6,-4,-1,-3,2,10,2,-0.01169590643274801,-4,7,-7,-0.265151515151515,-3,8.600000000000009,-0.18647401708809896,4,0,4,6,-2,-0.08518518518518492,0.84,0.534545454545455,1.45,0.13636363636363635,2.0,3.0,2.0,2.4,2.25,0.9374999999999997,1.1494252873563218,0.6667289719626167,0.8,0.6959999999999995,9007199254740992.0,1.1111111111111112,0.8666666666666667,0.7333333333333333,4503599627370496.0,4503599627370496.0,0.6153846153846154,0.7777777777777778,1.263888888888889,0.2857142857142857,0.768,1.055045871559633,1.9090909090909092,0.8333333333333334,0.9230769230769231,1.0408163265306123,0.9230769230769231,0.8868778280542992,1.1,0.9714285714285714,1.6363636363636365,1.1304347826086956,0.6363636363636364,0.75,0.5714285714285714,1.0350877192982457,2.111111111111111,2.0,0.947368421052633,0.3333333333333333,1.2121212121212122,0.5882352941176471,0.4852941176470587,0.5,1.087362860625762,0.7062959641255605,1.5714285714285714,0.0,1.5714285714285714,1.1111111111111112,0.9285714285714286,0.8357142857142856
10,0.6727272727272697,8,-4,2,2,-1,-3,-3,-0.11111111111110994,-5,0.15735294117647003,6,0.10808823529411793,0,-8,-4,-4,0,0,0,2,0.09999999999999998,1,21,26,-9,-19,-14,-16,-7,0.12662337662337697,-10,9,-6,3,4,1,3,7,-4,-4,-0.10389610389610404,-8,2,7,0.15526315789473705,2,-5.0,0.154860350755873,3,-2,1,-7,-1,0.08670212765957397,1.3846153846153846,1.2587412587412574,1.2,0.8947368421052632,1.25,1.6666666666666667,0.5,0.75,0.625,0.8333333333333346,0.9411764705882353,1.2547619047619032,1.1333333333333333,1.2041666666666668,0.9999999999999998,0.6,0.7142857142857143,0.6923076923076923,0.0,0.0,1.0,1.1176470588235294,1.117647058823529,4503599627370496.0,1.1721311475409837,1.3095238095238095,0.6086956521739131,0.2692307692307692,0.7586206896551724,0.6363636363636364,0.7586206896551724,1.1921182266009853,0.5454545454545454,1.28125,0.5,1.0681818181818181,1.8014398509481984e+16,4503599627370496.0,1.3510798882111488e+16,1.1590909090909092,0.6363636363636364,0.5555555555555556,0.8730158730158726,0.3333333333333333,1.0526315789473684,1.4666666666666666,1.3933333333333333,9007199254740992.0,0.9466950959488273,1.238129522965588,1.375,0.0,1.1,0.851063829787234,0.9666666666666667,1.1358333333333321
5,2.8333333333333304,-9,11,0,0,-1,3,2,0.08461538461538504,2,0.02788054968287601,1,0.0007928118393240036,-1,1,7,8,0,0,11,4,-0.21403508771929902,0,11,7,7,-2,-16,-15,-8,0.025810324129651008,-7,8,-6,2,3,0,3,5,-7,-4,-0.03333333333333299,-1,17,5,-0.018740629685157995,-5,6.840000000000003,0.015668275731492876,-7,-1,-8,-15,-4,0.09273182957393489,1.2380952380952381,2.8888888888888866,0.5714285714285714,3.2,1.0,1.0,0.8,1.3,1.6666666666666667,1.2820512820512826,1.0232558139534884,1.0532828282828293,1.025,1.0017045454545461,0.5,1.0526315789473684,1.5384615384615385,1.7272727272727273,0.0,0.0,1.5789473684210527,1.2222222222222223,0.7740740740740731,1.0,1.1018518518518519,1.0679611650485437,1.875,0.8333333333333334,0.7241379310344828,0.6938775510204082,0.7241379310344828,1.043610547667341,0.6111111111111112,1.2580645161290323,0.45454545454545453,1.0476190476190477,1.2727272727272727,1.0,1.4285714285714286,1.0943396226415094,0.5333333333333333,0.5,0.9375000000000002,0.875,1.5862068965517242,1.5,0.9456521739130412,0.5,1.072488342518016,1.027378861074512,0.46153846153846156,0.0,0.42857142857142855,0.7368421052631579,0.8666666666666667,1.1761904761904758
4,0.71022727272727,-15,-11,2,5,-2,3,2,0.01136363636363602,10,-0.09948979591836704,-5,-0.10667903525046296,-2,-1,-3,-2,0,0,-2,-3,-0.07777777777777806,-8,-10,7,4,-2,-22,-3,-11,-0.21111111111111103,7,-7,1,-6,-1,0,-1,-7,1,1,0.028571428571428914,6,8,3,0.002727768685215015,-4,9.120000000000005,-0.10324336470999507,-5,-1,-6,2,-8,-0.18407362945178107,1.1481481481481481,1.5787037037037,0.6052631578947368,0.6071428571428571,1.2222222222222223,1.7142857142857142,0.6,1.375,1.4,1.0181818181818172,1.1136363636363635,0.8408163265306124,0.8958333333333334,0.804421768707484,0.3333333333333333,0.9444444444444444,0.85,0.8823529411764706,0.0,0.0,0.9,0.8125,0.9027777777777772,0.2,0.9206349206349206,1.07,1.3636363636363635,0.8333333333333334,0.65625,0.9333333333333333,0.65625,0.7031249999999999,1.4375,0.8478260869565217,1.0666666666666667,0.9016393442622951,0.8888888888888888,1.0,0.8571428571428571,0.9,1.0714285714285714,1.125,1.0500000000000003,2.5,1.205128205128205,1.2142857142857142,1.0075987841945269,0.2,1.094214876033058,0.8413657507313089,0.7619047619047619,0.0,0.7272727272727273,1.0408163265306123,0.7647058823529411,0.7347174163783152
-1,5.70588235294118,6,2,-3,-3,-1,-3,-3,-0.08571428571428608,3,-0.02345178991377095,-1,-0.026522079958192002,-1,-11,-1,0,0,1,-12,-12,-0.13186813186813207,2,-13,-7,-6,2,-8,-8,-4,0.02069475240206997,5,-14,5,-9,-1,0,-1,-10,6,2,-0.043956043956043966,-1,6,1,-0.023923444976077013,0,-2.280000000000001,-0.054413153268437986,-15,1,-14,-3,-2,-0.00833333333333397,0.9545454545454546,5.4090909090909225,1.8571428571428572,1.2,0.75,0.4,0.75,0.7,0.625,0.8928571428571421,1.0348837209302326,0.9556735399432018,0.9743589743589743,0.9415154134255248,0.0,0.5416666666666666,0.9444444444444444,1.0,0.9999999999999998,4503599627370496.0,0.5384615384615384,0.45454545454545453,0.8441558441558437,1.1818181818181819,0.8849557522123894,0.9357798165137615,0.6842105263157895,1.1333333333333333,0.8333333333333334,0.8048780487804879,0.8333333333333334,1.035353535353536,1.7142857142857142,0.65,1.7142857142857142,0.8085106382978723,0.8571428571428571,1.0,0.8,0.8148148148148148,1.8571428571428572,1.6666666666666667,0.897435897435897,0.8333333333333334,1.1578947368421053,1.0769230769230769,0.9300699300699282,1.0,0.9766009852216748,0.9061589795667855,0.11764705882352941,4503599627370496.0,0.17647058823529413,0.9375,0.9230769230769231,0.984615384615383
-2,-0.028571428571430024,14,10,5,1,-6,-2,0,0.08080808080807994,3,0.04367816091954102,3,0.018390804597701038,-1,-3,-5,-4,0,-1,-3,-3,-0.028708133971292016,-1,8,4,4,5,0,-6,0,0.08333333333333304,2,3,0,3,-1,-1,0,2,-1,-1,-0.06363636363636405,-1,1,5,0.12233285917496495,-5,1.6799999999999926,0.03103861541948294,0,-1,-1,2,-2,-0.05846153846153801,0.9166666666666666,0.9821428571428561,1.6666666666666667,1.5,1.625,1.2,0.3333333333333333,0.8181818181818182,1.0,1.2222222222222188,1.0344827586206897,1.0835164835164846,1.0769230769230769,1.0410256410256402,0.6666666666666666,0.8333333333333334,0.75,0.7647058823529411,0.0,0.0,0.8636363636363636,0.8333333333333334,0.9649122807017539,0.8888888888888888,1.073394495412844,1.0425531914893618,1.4444444444444444,1.4166666666666667,1.0,0.8571428571428571,1.0,1.1666666666666656,1.1538461538461537,1.0769230769230769,1.0,1.0588235294117647,0.8888888888888888,0.5,1.0,1.0333333333333334,0.9090909090909091,0.75,0.8249999999999985,0.8333333333333334,1.027027027027027,1.3846153846153846,1.3481781376518227,0.375,1.0173769135291684,1.0550607952065245,1.0,0.6666666666666666,0.9333333333333333,1.04,0.9230769230769231,0.887573964497042
0,-0.4615384615384599,-3,3,4,4,-1,5,3,-0.041666666666665964,-1,0.024096385542168974,0,0.004848662944461013,0,1,-4,-4,0,0,3,8,0.23818181818181805,2,11,-2,10,2,-8,-4,-4,-0.06267281105990802,-9,20,-8,12,-15,-6,-9,-3,-9,-3,0.17142857142857099,0,-1,3,0.08525641025641001,5,0.3199999999999932,0.05739485151823098,3,0,3,0,-3,-0.06976744186046496,1.0,0.76923076923077,0.85,1.2727272727272727,1.4444444444444444,2.3333333333333335,0.6666666666666666,2.6666666666666665,2.5,0.9375000000000007,0.9879518072289156,1.0506329113924053,1.0,1.0121951219512195,1.0,1.05,0.8,0.7777777777777778,0.0,0.0,1.1363636363636365,1.5333333333333334,1.3493333333333326,1.25,1.1170212765957446,0.9795918367346939,3.0,1.25,0.7777777777777778,0.8857142857142857,0.7777777777777778,0.8781362007168451,0.4,1.7142857142857142,0.38461538461538464,1.2926829268292683,0.0,0.0,0.0,0.9464285714285714,0.35714285714285715,0.5,1.399999999999998,1.0,0.975,1.2307692307692308,1.2623274161735685,2.6666666666666665,1.0034527406128615,1.1131777625257366,1.3333333333333333,0.9999999999999998,1.3,1.0,0.85,0.8499999999999998
1,1.0797101449275401,25,22,0,-3,-2,6,6,0.17777777777777692,12,0.10291693088141995,11,0.05491439441978402,0,2,6,6,2,0,6,6,0.07578947368420996,0,39,19,13,1,-14,-8,-7,-0.06022408963585402,-4,-1,-5,-6,2,4,-2,-4,0,0,0.0,-4,9,11,0.16853303471444492,3,14.64,0.10383967220698609,-11,0,-11,3,0,-0.03749999999999998,1.04,1.993333333333337,2.25,2.5714285714285716,1.0,0.7272727272727273,0.6,1.6666666666666667,2.2,1.3199999999999976,1.144578313253012,1.183701188455007,1.275,1.1139473684210512,0.9999999999999998,1.125,1.4,1.4285714285714286,9007199254740992.0,0.0,1.3157894736842106,1.4615384615384615,1.1107692307692294,1.0,1.3679245283018868,1.202127659574468,1.8666666666666667,1.0588235294117647,0.7307692307692307,0.8095238095238095,0.7307692307692307,0.9027149321266971,0.7647058823529411,0.975609756097561,0.6666666666666666,0.8928571428571429,1.3333333333333333,1.8014398509481984e+16,0.6666666666666666,0.9354838709677419,1.0,1.0,0.9999999999999996,0.6363636363636364,1.236842105263158,1.8461538461538463,1.4926350245499145,1.6,1.160245183887916,1.1789960840156646,0.5,0.9999999999999998,0.5217391304347826,1.0666666666666667,1.0,0.9374999999999997
-5,1.97916666666667,46,0,14,3,4,1,3,0.380952380952381,2,-0.14995678478824503,-10,-0.12075564884553597,-4,3,-12,-8,-1,0,2,3,0.047619047619048005,0,-22,7,7,-4,-10,7,-5,-0.225730994152047,2,-7,-7,-14,3,0,3,-11,-3,2,0.25974025974025894,-2,-7,-5,-0.07619047619047598,0,2.8800000000000097,-0.12247924327855009,-8,-2,-10,9,-5,-0.191869300911855,0.8148148148148148,2.172839506172841,2.84,0.0,2.5555555555555554,2.5,3.0,1.1666666666666667,2.5,2.142857142857143,1.0224719101123596,0.7383107088989445,0.7727272727272727,0.7557442557442564,0.2,1.1578947368421053,0.52,0.6,0.0,0.0,1.0714285714285714,1.1363636363636365,1.0606060606060608,0.0,0.8225806451612904,1.0546875,2.1666666666666665,0.6923076923076923,0.8214285714285714,1.1842105263157894,0.8214285714285714,0.6936507936507932,1.1818181818181819,0.78125,0.46153846153846156,0.6888888888888889,1.3,1.0,1.375,0.8,0.7857142857142857,1.5,1.9090909090909038,0.7142857142857143,0.8333333333333334,0.6428571428571429,0.7714285714285714,0.0,1.0284247927358865,0.7998452108228594,0.42857142857142855,0.0,0.375,1.1914893617021276,0.8333333333333334,0.6994047619047605
-5,0.8916666666666699,-22,-29,-2,0,-1,-7,-7,-0.29166666666666596,1,0.022034956304618936,2,0.017602996254681036,0,10,3,2,0,1,8,10,0.098176718092567,14,15,36,-16,3,2,-1,1,0.04640151515151503,-15,-1,-8,-9,-2,1,-3,-11,-8,-6,-0.14285714285714302,-6,-1,1,0.029255319148935977,10,4.519999999999996,0.047726048664761045,-6,-1,-7,2,1,0.0017016449234250053,0.8076923076923077,1.5144230769230795,0.4358974358974359,0.2564102564102564,0.8181818181818182,1.0,0.8571428571428571,0.5333333333333333,0.3,0.5625000000000004,1.0112359550561798,1.042632850241545,1.054054054054054,1.0423423423423404,0.9999999999999998,1.588235294117647,1.1875,1.1333333333333333,0.0,4503599627370496.0,1.3478260869565217,1.5,1.1129032258064517,6.305039478318694e+16,1.1339285714285714,1.4285714285714286,0.36,1.1875,1.0625,0.9696969696969697,1.0625,1.0957031249999991,0.4230769230769231,0.975,0.4666666666666667,0.8363636363636363,0.7777777777777778,1.5,0.5714285714285714,0.828125,0.42857142857142855,0.3333333333333333,0.7777777777777773,0.45454545454545453,0.9791666666666666,1.0555555555555556,1.078014184397162,10.999999999999998,1.0456012913640031,1.0844751061366267,0.5714285714285714,0.0,0.5333333333333333,1.048780487804878,1.0526315789473684,1.0036719706242325
