,assists,assistsTurnoverRatio,benchPoints,biggestLead,biggestLeadScore,biggestScoringRun,biggestScoringRunScore,blocks,blocksReceived,fastBreakPointsAttempted,fastBreakPointsMade,fastBreakPointsPercentage,fieldGoalsAttempted,fieldGoalsEffectiveAdjusted,fieldGoalsMade,fieldGoalsPercentage,foulsOffensive,foulsDrawn,foulsPersonal,foulsTeam,foulsTechnical,foulsTeamTechnical,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,leadChanges,minutes,minutesCalculated,points,pointsAgainst,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsInThePaintAttempted,pointsInThePaintMade,pointsInThePaintPercentage,pointsSecondChance,reboundsDefensive,reboundsOffensive,reboundsPersonal,reboundsTeam,reboundsTeamDefensive,reboundsTeamOffensive,reboundsTotal,secondChancePointsAttempted,secondChancePointsMade,secondChancePointsPercentage,steals,threePointersAttempted,threePointersMade,threePointersPercentage,timeLeading,timesTied,trueShootingAttempts,trueShootingPercentage,turnovers,turnoversTeam,turnoversTotal,twoPointersAttempted,twoPointersMade,twoPointersPercentage,BOS,Opppnent,WL
0,31,3.1,18,20,75-95,11,65-79,5,3,12,9,0.75,89,0.668539325842696,47,0.528089887640449,1,12,13,12,0,0,11,8,0.7272727272727271,3,PT240M00.00S,PT240M,127,112,24,18,40,33,20,0.606060606060606,11,27,6,33,6,2,4,39,6,4,0.666666666666666,12,50,25,0.5,PT35M56.00S,3,93.84,0.676683716965047,8,2,10,39,22,0.564102564102564,127,112,1
1,25,2.77777777777778,19,22,113-91,20,113-91,8,7,11,6,0.545454545454545,92,0.576086956521739,43,0.467391304347826,2,18,14,12,0,0,19,17,0.894736842105263,6,PT240M00.00S,PT240M,123,107,14,16,44,35,22,0.628571428571428,22,32,14,46,7,2,5,53,17,9,0.529411764705882,5,49,20,0.408163265306122,PT45M03.00S,0,100.36,0.612793941809486,8,1,9,43,23,0.5348837209302321,123,107,1
2,34,11.3333333333333,35,24,121-97,11,56-50,10,5,14,10,0.714285714285714,100,0.565,49,0.49,0,11,11,11,0,0,12,8,0.666666666666666,4,PT240M00.00S,PT240M,121,99,23,19,60,49,30,0.612244897959184,17,31,14,45,11,3,8,56,16,7,0.4375,7,40,15,0.375,PT46M38.00S,1,105.28,0.574658054711246,3,0,3,60,34,0.566666666666667,121,99,1
3,29,2.41666666666667,27,15,60-45,9,77-74,4,1,5,3,0.6,94,0.569148936170213,46,0.48936170212766,1,14,12,11,1,0,13,10,0.769230769230769,4,PT240M00.00S,PT240M,117,107,7,16,60,48,30,0.625,17,30,13,43,7,2,5,50,12,7,0.583333333333333,7,39,15,0.384615384615385,PT40M07.00S,8,99.72,0.586642599277978,12,0,12,55,31,0.563636363636364,117,107,1
4,24,2.0,10,5,11-6,8,62-62,3,4,12,5,0.416666666666667,91,0.510989010989011,41,0.450549450549451,1,19,18,17,2,1,25,16,0.64,2,PT240M00.00S,PT240M,109,115,11,6,54,49,27,0.551020408163265,11,34,13,47,9,2,7,56,15,5,0.333333333333333,6,38,11,0.289473684210526,PT10M54.00S,6,102.0,0.534313725490196,12,0,12,53,30,0.566037735849057,109,115,0
5,24,1.84615384615385,18,22,93-71,14,20-9,9,3,13,5,0.384615384615385,93,0.5,39,0.419354838709677,1,10,13,12,0,0,12,11,0.916666666666666,8,PT240M00.00S,PT240M,104,105,12,19,48,48,24,0.5,12,39,14,53,9,4,5,62,11,5,0.45454545454545503,6,38,15,0.394736842105263,PT40M49.06S,4,98.28,0.529100529100529,13,0,13,55,24,0.43636363636363595,104,105,0
6,35,4.375,56,56,62-118,14,21-35,5,3,20,16,0.8,96,0.682291666666667,53,0.552083333333333,2,13,19,17,0,1,11,9,0.818181818181818,4,PT240M00.00S,PT240M,140,88,42,15,54,42,27,0.642857142857143,9,44,7,51,4,1,3,55,8,4,0.5,10,49,25,0.510204081632653,PT46M25.00S,4,100.84,0.694168980563268,7,1,8,47,28,0.595744680851064,140,88,1
7,33,3.66666666666667,33,28,110-138,8,3-8,8,4,9,6,0.666666666666666,94,0.664893617021276,52,0.553191489361702,1,12,15,14,0,0,13,13,1.0,1,PT240M00.00S,PT240M,138,110,18,13,62,45,31,0.688888888888889,15,38,9,47,4,3,1,51,9,7,0.777777777777778,4,43,21,0.48837209302325596,PT46M35.00S,1,99.72,0.69193742478941,9,0,9,51,31,0.607843137254902,138,110,1
8,21,1.5,15,20,95-115,17,89-108,9,5,12,9,0.75,74,0.560810810810811,39,0.527027027027027,2,23,16,14,1,0,37,34,0.918918918918919,10,PT240M00.00S,PT240M,117,99,28,11,64,47,32,0.6808510638297869,6,47,9,56,3,0,3,59,7,3,0.428571428571429,7,22,5,0.22727272727272702,PT33M45.96S,6,90.28,0.6479840496233941,14,0,14,52,34,0.653846153846154,117,99,1
9,27,3.85714285714286,20,20,97-77,10,88-71,4,3,7,4,0.5714285714285711,81,0.660493827160494,46,0.567901234567901,5,15,16,11,1,2,12,9,0.75,4,PT240M00.00S,PT240M,116,102,10,18,58,43,29,0.6744186046511631,8,25,11,36,3,2,1,39,10,3,0.3,8,35,15,0.428571428571429,PT38M46.00S,5,86.28,0.672229949003245,7,0,7,46,31,0.673913043478261,116,102,1
10,27,1.92857142857143,32,21,113-92,10,69-62,11,2,8,6,0.75,83,0.680722891566265,45,0.542168674698795,5,17,16,11,0,0,21,16,0.7619047619047621,5,PT240M00.00S,PT240M,129,112,14,20,30,24,15,0.625,6,31,5,36,7,3,4,43,5,3,0.6,10,47,23,0.48936170212766,PT42M57.00S,3,92.24,0.6992627927146571,13,1,14,36,22,0.611111111111111,129,112,1
11,32,3.2,57,56,71-127,22,17-52,5,1,12,7,0.583333333333333,90,0.7,52,0.577777777777778,0,12,13,13,0,0,12,10,0.833333333333334,0,PT240M00.00S,PT240M,136,86,17,18,46,34,23,0.676470588235294,23,41,10,51,4,1,3,55,11,9,0.818181818181818,6,44,22,0.5,PT47M25.00S,0,95.28,0.713685978169605,8,2,10,46,30,0.652173913043478,136,86,1
12,31,2.21428571428571,12,23,93-70,11,72-52,1,3,8,6,0.75,83,0.608433734939759,43,0.518072289156626,3,21,24,21,0,0,23,17,0.739130434782609,5,PT240M00.00S,PT240M,118,110,14,14,50,34,25,0.735294117647059,7,32,7,39,11,4,7,50,10,3,0.3,6,37,15,0.405405405405405,PT44M45.00S,1,93.12,0.633591065292096,13,1,14,46,28,0.608695652173913,118,110,1
13,27,2.45454545454545,18,15,67-52,8,39-29,9,2,5,0,0.0,81,0.604938271604938,41,0.506172839506173,2,14,13,11,0,0,17,12,0.705882352941176,12,PT240M00.00S,PT240M,110,106,0,10,38,34,19,0.5588235294117649,19,36,6,42,9,1,8,51,8,7,0.875,1,39,16,0.41025641025641,PT41M45.00S,2,88.48,0.621609403254973,9,2,11,42,25,0.595238095238095,110,106,1
14,25,1.92307692307692,22,15,87-102,10,72-64,5,1,9,7,0.777777777777778,92,0.581521739130435,48,0.521739130434783,1,25,17,16,0,0,28,26,0.928571428571429,12,PT240M00.00S,PT240M,133,129,18,15,62,50,31,0.62,11,40,9,49,6,4,2,55,9,5,0.555555555555556,9,34,11,0.323529411764706,PT29M27.99S,11,104.32,0.637461656441718,13,0,13,58,37,0.637931034482759,133,129,1
15,33,2.35714285714286,24,13,98-111,8,115-120,9,2,5,3,0.6,93,0.618279569892473,49,0.5268817204301081,3,13,16,13,0,0,11,10,0.9090909090909091,12,PT240M00.00S,PT240M,125,117,6,9,58,38,29,0.763157894736842,8,39,6,45,5,3,2,50,7,4,0.5714285714285711,6,49,17,0.346938775510204,PT33M36.00S,10,97.84,0.6387980376124279,14,0,14,44,32,0.7272727272727271,125,117,1
16,30,2.72727272727273,38,40,89-129,9,65-92,4,3,14,9,0.642857142857143,99,0.580808080808081,48,0.484848484848485,2,15,13,11,0,0,18,16,0.888888888888889,0,PT240M00.00S,PT240M,131,91,21,24,56,43,28,0.651162790697674,20,40,17,57,5,1,4,62,15,8,0.533333333333333,11,51,19,0.37254901960784303,PT47M50.00S,0,106.92,0.612607557052002,10,1,11,48,29,0.604166666666667,131,91,1
17,30,2.0,40,4,4-8,10,28-27,12,2,15,7,0.466666666666667,97,0.505154639175258,41,0.422680412371134,0,8,19,19,0,0,7,7,1.0,5,PT240M00.00S,PT240M,105,114,17,6,38,40,19,0.475,21,40,14,54,7,3,4,61,16,8,0.5,4,48,16,0.333333333333333,PT04M02.00S,2,100.08,0.5245803357314149,15,0,15,49,25,0.510204081632653,105,114,0
18,25,2.08333333333333,16,20,59-79,9,33-50,9,2,12,6,0.5,87,0.637931034482759,47,0.540229885057471,2,21,16,14,0,0,22,18,0.818181818181818,8,PT240M00.00S,PT240M,129,124,17,8,44,36,22,0.611111111111111,6,33,7,40,6,3,3,46,8,3,0.375,6,36,17,0.472222222222222,PT45M42.00S,3,96.68,0.667149358709144,10,2,12,51,30,0.5882352941176471,129,124,1
19,27,2.45454545454545,20,11,103-114,8,22-11,5,6,10,5,0.5,85,0.605882352941176,43,0.505882352941176,1,14,15,14,0,0,20,15,0.75,8,PT240M00.00S,PT240M,118,112,11,13,44,33,22,0.666666666666666,15,34,6,40,8,1,7,48,7,5,0.714285714285714,7,46,17,0.369565217391304,PT09M38.00S,3,93.8,0.628997867803838,11,0,11,39,26,0.666666666666666,118,112,1
20,21,1.90909090909091,58,3,4-7,20,78-46,9,8,12,9,0.75,100,0.41,36,0.36,2,20,13,11,1,1,16,14,0.875,2,PT240M00.00S,PT240M,96,115,21,10,48,51,24,0.470588235294118,11,34,18,52,7,3,4,59,19,4,0.21052631578947398,2,40,10,0.25,PT03M35.00S,3,107.04,0.448430493273543,11,0,11,60,26,0.433333333333333,96,115,0
21,36,3.27272727272727,48,34,126-92,10,121-90,5,1,9,5,0.555555555555556,80,0.775,51,0.6375,1,12,10,9,0,0,20,19,0.95,1,PT240M00.00S,PT240M,143,110,14,7,44,28,22,0.785714285714286,12,41,6,47,4,1,3,51,7,5,0.714285714285714,4,40,22,0.55,PT46M28.00S,2,88.8,0.80518018018018,11,0,11,40,29,0.725,143,110,1
22,26,4.33333333333333,12,16,90-74,8,79-64,8,4,13,5,0.384615384615385,88,0.551136363636364,41,0.465909090909091,1,20,20,19,0,0,30,22,0.733333333333333,7,PT240M00.00S,PT240M,119,110,15,10,42,34,21,0.617647058823529,11,39,5,44,14,4,10,58,8,4,0.5,7,46,15,0.326086956521739,PT35M20.00S,5,101.2,0.5879446640316199,6,0,6,42,26,0.619047619047619,119,110,1
23,31,1.9375,23,17,62-45,11,83-77,12,3,11,7,0.636363636363636,98,0.525510204081633,43,0.438775510204082,1,17,17,15,0,0,18,13,0.722222222222222,2,PT240M00.00S,PT240M,116,107,15,10,42,42,21,0.5,23,39,16,55,8,2,6,63,15,9,0.6,10,47,17,0.361702127659574,PT47M08.00S,1,105.92,0.547583081570997,16,0,16,51,26,0.509803921568627,116,107,1
24,21,7.0,13,12,46-58,9,69-77,2,3,7,5,0.714285714285714,89,0.50561797752809,38,0.426966292134831,0,13,17,17,1,1,14,10,0.714285714285714,13,PT240M00.00S,PT240M,100,102,13,17,40,33,20,0.606060606060606,12,26,12,38,6,2,4,44,13,5,0.384615384615385,5,44,14,0.318181818181818,PT34M21.00S,8,95.16,0.5254308532997061,2,1,3,45,24,0.533333333333333,100,102,0
25,22,1.57142857142857,35,30,45-75,13,45-75,6,3,9,4,0.444444444444444,90,0.566666666666667,42,0.466666666666667,2,15,15,13,0,0,19,15,0.789473684210526,8,PT240M00.00S,PT240M,117,98,13,17,42,36,21,0.583333333333333,15,42,12,54,8,1,7,62,10,3,0.3,5,38,18,0.473684210526316,PT44M40.00S,3,98.36,0.594753965026434,12,2,14,52,24,0.461538461538462,117,98,1
26,20,1.53846153846154,17,14,94-80,13,86-75,7,2,8,5,0.625,82,0.5,33,0.40243902439024404,2,21,16,14,0,0,25,23,0.92,10,PT240M00.00S,PT240M,105,96,15,10,28,31,14,0.451612903225806,6,48,5,53,0,0,0,53,5,3,0.6,3,39,16,0.41025641025641,PT38M06.00S,8,93.0,0.564516129032258,12,1,13,43,17,0.39534883720930203,105,96,1
27,26,2.16666666666667,45,36,95-131,10,20-25,8,3,15,11,0.733333333333333,95,0.663157894736842,51,0.536842105263158,1,18,21,20,2,0,25,19,0.76,11,PT240M00.00S,PT240M,145,113,28,18,38,34,19,0.5588235294117649,13,40,10,50,8,4,4,58,11,5,0.45454545454545503,7,47,24,0.5106382978723399,PT39M41.03S,8,106.0,0.6839622641509441,11,1,12,48,27,0.5625,145,113,1
28,22,3.66666666666667,71,0,,23,23-54,5,6,7,5,0.714285714285714,91,0.423076923076923,34,0.373626373626374,1,22,13,12,0,0,30,25,0.833333333333334,0,PT240M00.00S,PT240M,102,135,13,9,46,45,23,0.511111111111111,13,25,6,31,13,2,11,44,11,6,0.545454545454545,5,35,9,0.257142857142857,PT00M00.00S,0,104.2,0.48944337811900196,6,0,6,56,25,0.446428571428571,102,135,0
29,21,2.625,17,10,18-28,9,109-111,4,6,8,3,0.375,90,0.538888888888889,39,0.433333333333333,1,27,19,17,0,1,31,30,0.967741935483871,14,PT265M00.00S,PT265M,127,120,9,19,34,32,17,0.53125,11,39,7,46,7,3,4,53,6,3,0.5,5,47,19,0.404255319148936,PT29M04.04S,11,103.64,0.61269780007719,8,0,8,43,20,0.465116279069767,127,120,1
30,26,1.73333333333333,27,11,68-57,9,99-103,8,7,4,2,0.5,90,0.616666666666667,47,0.522222222222222,4,23,20,16,0,0,29,20,0.689655172413793,26,PT240M00.00S,PT240M,131,133,8,20,52,44,26,0.590909090909091,16,29,13,42,10,3,7,52,12,7,0.583333333333333,3,35,17,0.485714285714286,PT19M50.80S,15,102.76,0.637407551576489,15,0,15,55,30,0.545454545454545,131,133,0
